 0.000E+00  0.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00
 1.000E+00  0.000E+00  0.000E+00  1.000000000000000E+00  0.000000000000000E+00
-1.000E+00  0.000E+00  0.000E+00  1.000000000000000E+00  0.000000000000000E+00
 0.000E+00  1.000E+00  0.000E+00  1.000000000000000E+00  0.000000000000000E+00
 0.000E+00 -1.000E+00  0.000E+00  1.000000000000000E+00  0.000000000000000E+00

 0.000E+00  0.000E+00  0.000E+00  2.000000000000000E+00  0.000000000000000E+00
 1.000E+00  0.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00
-1.000E+00  0.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00
 0.000E+00  1.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00
 0.000E+00 -1.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00

 0.000E+00  0.000E+00  0.000E+00  2.000000000000000E+00  0.000000000000000E+00
 1.000E+00  0.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00
-1.000E+00  0.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00
 0.000E+00  1.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00
 0.000E+00 -1.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00

 0.000E+00  0.000E+00  0.000E+00  0.000000000000000E+00  0.000000000000000E+00
 1.000E+00  0.000E+00  0.000E+00  1.000000000000000E+00  0.000000000000000E+00
-1.000E+00  0.000E+00  0.000E+00  1.000000000000000E+00  0.000000000000000E+00
 0.000E+00  1.000E+00  0.000E+00  1.000000000000000E+00  0.000000000000000E+00
 0.000E+00 -1.000E+00  0.000E+00  1.000000000000000E+00  0.000000000000000E+00
